lingq_id,term,fragment,hint,status,extended_status,tags,importance,last_studied_correct,first_seen,last_synced,notes
,kostenfrei,"erhalten Sie kostenfrei unseren aktuellen Newsletter","miễn phí",1,0,wortart:Adjektiv;level:B1;thema:Konsum;voc:VOC-20260522-1696,0,,2026-05-31,,
,kostenlos,"Der Bus ist sonntags kostenlos.","miễn phí",1,0,wortart:Adjektiv;level:B1;thema:general;voc:VOC-20260518-101,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-101]\n\n## Grammar / Notes\nSynonym: gratis, umsonst | Quelle: Teil4 4.20\n"
,Kostenminimierung,"Die Sendung konzentriert sich auf Kostenminimierung.","việc giảm thiểu chi phí",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-903,0,,2026-05-31,,
,kostenpflichtig,"Der Eintritt für die Sonderausstellung ist kostenpflichtig.","phải trả phí",1,0,wortart:Adjektiv;level:B1;thema:Allgemein;voc:VOC-20260522-1025,0,,2026-05-31,,
,Kraftfahrzeugversicherung,"Die Kraftfahrzeugversicherung ist gesetzlich vorgeschrieben.","bảo hiểm xe cơ giới",1,0,wortart:Substantiv;level:B1;thema:Behörde;voc:VOC-20260522-840,0,,2026-05-31,,
,Krafttraining,"Krafttraining ist im Mitgliedsbeitrag enthalten.","tập tạ, tập sức mạnh",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-1202,0,,2026-05-31,,
,krank,"Herr Müller ist krank.",ốm/bệnh,1,0,wortart:Adjektiv;level:B1;thema:Gesundheit;voc:VOC-20260522-343,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-343]\n\n## Collocations\n- führen zu + Dat. (dẫn đến...)\n"
,Krankenkasse,"Neues Angebot Ihrer Krankenkasse","quỹ bảo hiểm y tế",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-1368,0,,2026-05-31,,
,Krankenkassenbeitrag,"Die Krankenkassenbeiträge steigen jedes Jahr.","phí bảo hiểm y tế",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-902,0,,2026-05-31,,
,Krankenversicherung,"Wir helfen Ihnen bei allen Fragen: Studium, Jobs, Wohnen, Krankenversicherung, Freizeit.","bảo hiểm y tế",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-1524,0,,2026-05-31,,
,Kreditberatung,"Anlagen oder Kreditberatung gehören zu den Bereichen.","tư vấn tín dụng",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-147,0,,2026-05-31,,
,Krimi,"Heute Abend wird ein Krimi gesendet.","phim/truyện trinh thám",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-490,0,,2026-05-31,,
,Krippe,"Krippe und Schule liegen in der Nähe.","nhà trẻ (cho trẻ rất nhỏ)",1,0,wortart:Substantiv;level:B1;thema:Familie;voc:VOC-20260522-028,0,,2026-05-31,,
,Krise,"Die Bankenkrise hat große Auswirkungen.","khủng hoảng",1,0,wortart:Substantiv;level:B1;thema:Gesellschaft;voc:VOC-20260522-911,0,,2026-05-31,,
,Krisensituation,"Telefonnummern für Krisensituationen","tình huống khủng hoảng",1,0,wortart:Substantiv;level:B1;thema:Behörde;voc:VOC-20260522-1463,0,,2026-05-31,,
,kritisieren,"Die Sprecherin kritisiert die neue Schulform.","phê bình, chỉ trích",1,0,wortart:Verb;level:B1;thema:general;voc:VOC-20260518-083,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-083]\n\n## Grammar / Notes\nSubstantiv: die Kritik; -ieren chia regelmäßig | Quelle: Teil4 4.19\n"
,kulinarisch,"Ein kulinarisches Wochenende ist nicht angeboten.","thuộc về ẩm thực",1,0,wortart:Adjektiv;level:B1;thema:Freizeit;voc:VOC-20260522-945,0,,2026-05-31,,
,kulturell,"Kulturelle Vielfalt bereichert die Gesellschaft.","thuộc văn hoá",1,0,wortart:Adjektiv;level:B1;thema:Gesellschaft;voc:VOC-20260518-130,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-130]\n\n## Grammar / Notes\nVom Substantiv 'Kultur' | Quelle: Teil4 4.23\n"
,Kundenberater,"Alle Kundenberater sind im Gespräch.","tư vấn viên khách hàng",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-462,0,,2026-05-31,,
,Kundenbetreuung,"Ferienjob in der Kundenbetreuung.","việc chăm sóc khách hàng",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-1544,0,,2026-05-31,,
,Kundenservice,"Rufen Sie bitte unseren Kundenservice unter 0800 111 2233 an.","dịch vụ khách hàng",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-074,0,,2026-05-31,,
,Kurzfilm,"Am Samstag werden internationale Kurzfilme gezeigt.","phim ngắn",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-816,0,,2026-05-31,,
,Kurzreise,"Gewinnen Sie eine Kurzreise nach Dortmund.","chuyến đi ngắn ngày",1,0,wortart:Substantiv;level:B1;thema:Reisen;voc:VOC-20260522-942,0,,2026-05-31,,
,Königreich,"erste europäische Königreiche","vương quốc",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-1427,0,,2026-05-31,,
,kühl,"Im Norden wird es kühl bleiben.","mát / hơi lạnh",1,0,wortart:Adjektiv;level:B1;thema:Wetter;voc:VOC-20260522-856,0,,2026-05-31,,
,kündigen,"Bis wann müssen Sie Ihre Versicherung kündigen?","hủy hợp đồng, thôi việc",1,0,wortart:Verb;level:B1;thema:Behörde;voc:VOC-20260522-525,0,,2026-05-31,,
,Kündigung,"Die Frist zur Kündigung der Kfz-Versicherung.","việc hủy hợp đồng, đơn xin nghỉ",1,0,wortart:Substantiv;level:B1;thema:Behörde;voc:VOC-20260522-528,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-528]\n\n## Collocations\n- Hiermit erkläre ich die Kündigung ... zum nächstmöglichen Datum (Bằng văn bản này tôi tuyên bố chấm dứt ... vào ngày sớm nhất có thể)\n"
,Kündigungsfrist,"Wir möchten Sie daran erinnern, dass die Kündigungsfrist für Ihren bestehenden Telefonvertrag zum 1. April endet.","thời hạn báo chấm dứt hợp đồng",1,0,wortart:Substantiv;level:B1;thema:Konsum;voc:VOC-20260522-1724,0,,2026-05-31,,
,künftig,"Mir künftig keine Werbepost mehr zu schicken.","trong tương lai",1,0,wortart:Adverb;level:B1;thema:Allgemein;voc:VOC-20260522-1758,0,,2026-05-31,,
,Künstler,"Lokale Künstler verdienen mehr Unterstützung.","nghệ sĩ (nam)",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260518-139,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-139]\n\n## Grammar / Notes\nf.: die Künstlerin, -nen; Pl. unverändert | Quelle: Teil4 4.23\n"
,"Künstliche Intelligenz","Künstliche Intelligenz und Automatisierung dürfen keine Ungerechtigkeiten verstärken.","trí tuệ nhân tạo",1,0,wortart:Redemittel;level:B1;thema:Allgemein;voc:VOC-20260522-1297,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1297]\n\n## Grammar / Notes\nviết tắt: KI\n"
,"Künstliche Intelligenz","Künstliche Intelligenz verändert den Arbeitsmarkt.","trí tuệ nhân tạo (AI)",1,0,wortart:Substantiv;level:B1;thema:Technologie;voc:VOC-20260518-011,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-011]\n\n## Grammar / Notes\nAdj+N: kunst-licht + Intelligenz\n"
,kürzer,"An diesen Tagen gelten kürzere Öffnungszeiten.","ngắn hơn",1,0,wortart:Adjektiv;level:B1;thema:Allgemein;voc:VOC-20260522-563,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-563]\n\n## Grammar / Notes\nKomparativ\n"
,Lage,"In tieferen Lagen wird Schnee erwartet.","vị trí / vùng",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-931,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-931]\n\n## Collocations\n- über etwas klagen (than phiền/kêu (đau) về điều gì)\n"
,Lager,"Bestimmte Bücher sind im Lager nicht verfügbar.","kho hàng",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-960,0,,2026-05-31,,
,Lagerfeuer,"Erlebe eine spannende Woche mit Klettern, Kanufahren, Lagerfeuer und viel Bewegung an der frischen Luft.","lửa trại",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-1571,0,,2026-05-31,,
,langfristig,"Wir brauchen eine langfristige Lösung.","lâu dài, dài hạn",1,0,wortart:Adjektiv;level:B1;thema:Arbeit;voc:VOC-20260518-053,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-053]\n\n## Grammar / Notes\nĐối lập: kurzfristig (ngắn hạn), mittelfristig (trung hạn)\n"
,langfristig,"Langfristig wird das Reiseverhalten gleich bleiben.","dài hạn / lâu dài",1,0,wortart:Adjektiv;level:B1;thema:Reisen;voc:VOC-20260522-013,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-013]\n\n## Grammar / Notes\nHier adverbial; Gegensatz: kurzfristig\n"
,Lastwagen,"Auf der A2 gab es einen Unfall mit einem Lastwagen.","xe tải",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-843,0,,2026-05-31,,
,laufen,"Der Sommerschlussverkauf läuft noch bis zum Ende des Herbstes.","đang diễn ra/chạy",1,0,wortart:Verb;level:B1;thema:Allgemein;voc:VOC-20260522-273,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-273]\n\n## Collocations\n- auf dem Laufenden bleiben (luôn cập nhật thông tin mới nhất)\n"
,Lebensgefahr,"Eine Person schwebt in Lebensgefahr.","nguy hiểm tính mạng",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-841,0,,2026-05-31,,
,Lebenslauf,"Bereits ab heute besteht die Möglichkeit, den eigenen Lebenslauf online hochzuladen.","sơ yếu lý lịch, CV",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-038,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-038]\n\n## Grammar / Notes\nPlural mit Umlaut\n"
,Lebensmittel,"Frische Lebensmittel sind gesünder als Fertigprodukte.","thực phẩm",1,0,wortart:Substantiv;level:B1;thema:Ernährung;voc:VOC-20260518-119,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-119]\n\n## Grammar / Notes\nPl. unverändert; thường dùng số nhiều | Quelle: Teil4 4.22\n"
,Lebensmittelproduktion,"Die Lebensmittelproduktion soll umweltfreundlich sein.","sản xuất thực phẩm",1,0,wortart:Substantiv;level:B1;thema:Gesellschaft;voc:VOC-20260522-817,0,,2026-05-31,,
,lebhaft,"Die lebhafte Atmosphäre der Städte gefällt mir.","sống động / náo nhiệt",1,0,wortart:Adjektiv;level:B1;thema:Reisen;voc:VOC-20260522-834,0,,2026-05-31,,
,leeren,"Biotonnen werden ... an jedem zweiten Freitag geleert","đổ, làm rỗng",1,0,wortart:Verb;level:B1;thema:Wohnen;voc:VOC-20260522-1611,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1611]\n\n## Grammar / Notes\nPassiv: geleert werden\n"
,Lehrmethode,"Die Vielfalt der Lehrmethoden ist wichtig.","phương pháp giảng dạy",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260518-074,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-074]\n\n## Grammar / Notes\nAus 'lehren' + 'Methode' | Quelle: Teil4 4.18\n"
,Leidenschaft,"Es ist toll, meine Leidenschaft mit anderen zu teilen.","đam mê",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-1270,0,,2026-05-31,,
,Leihfahrrad,"Mehr Leihfahrräder machen die Stadt verkehrsärmer.","xe đạp cho thuê",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-022,0,,2026-05-31,,
,Leihfahrzeug,"Bei uns finden Sie die besten Preise für Leihfahrzeuge.","xe cho thuê",1,0,wortart:Substantiv;level:B1;thema:Konsum;voc:VOC-20260522-1521,0,,2026-05-31,,
,Leihfrist,"Kann ich die Leihfrist verlängern?","thời hạn mượn",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-1659,0,,2026-05-31,,
,Leistung,"Lisa hat außergewöhnliche Leistungen in Mathematik gezeigt.","thành tích, kết quả",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-1208,0,,2026-05-31,,
,leistungsfähig,"So bleiben Sie fit und leistungsfähig","có năng lực, làm việc hiệu quả",1,0,wortart:Adjektiv;level:B1;thema:Arbeit;voc:VOC-20260522-1668,0,,2026-05-31,,
,Leitung,"Das Wasser aus den Leitungen ist so heiß, dass man sich beinahe die Finger verbrennt.","đường ống, đường dây",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-104,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-104]\n\n## Collocations\n- Hiermit beantrage ich ... (Bằng văn bản này, tôi xin/đề nghị ...)\n- Wie Ihnen sicherlich bekannt ist, ... (Như quý vị chắc chắn đã biết, ...)\n"
,Lernportal,"ein interaktives Lernportal, das Sie bequem am Laptop oder Smartphone nutzen können","cổng học trực tuyến",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-1648,0,,2026-05-31,,
,Lernspiel,"In der Grundschule machen die Kinder Lernspiele am Computer.","trò chơi học tập",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-1292,0,,2026-05-31,,
,Lieblingssport,"Tennis ist mein Lieblingssport seit meiner Kindheit.","môn thể thao yêu thích",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-1288,0,,2026-05-31,,
,Lieferung,"Sie soll die Lieferung annehmen.","việc giao hàng",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-508,0,,2026-05-31,,
,lindern,"Grippalix forte lindert Erkältungssymptome, mäßige Schmerzen und Fieber","làm giảm nhẹ (đau, triệu chứng)",1,0,wortart:Verb;level:B1;thema:Gesundheit;voc:VOC-20260522-1706,0,,2026-05-31,,
,Linderung,"Valerina N wird zur Linderung von nervöser Unruhe eingesetzt","sự giảm nhẹ (triệu chứng)",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-1699,0,,2026-05-31,,
,Linie,"Die Linien 1, 2 und 3 sind nicht in Betrieb.",tuyến,1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-577,0,,2026-05-31,,
,live,"Das Spiel wird live übertragen.","trực tiếp",1,0,wortart:Adverb;level:B1;thema:Freizeit;voc:VOC-20260522-702,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-702]\n\n## Collocations\n- Livemusik hören (nghe nhạc sống)\n"
,LKW-Unfall,"Nach einem LKW-Unfall ist die Strecke gesperrt.","tai nạn xe tải",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-878,0,,2026-05-31,,
,lohnenswert,"Kompost im Garten anzulegen, ist aufwendig, aber lohnenswert.","đáng làm, đáng giá",1,0,wortart:Adjektiv;level:B1;thema:Allgemein;voc:VOC-20260522-1242,0,,2026-05-31,,
,lokal,"Wir kaufen lokale Produkte.","địa phương",1,0,wortart:Adjektiv;level:B1;thema:Einkauf;voc:VOC-20260518-140,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-140]\n\n## Grammar / Notes\nSynonym: regional, örtlich | Quelle: Teil4 4.23\n"
,Lokalnachricht,"nach passenden Jobs suchen und die neuesten Lokalnachrichten lesen","tin tức địa phương",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-1691,0,,2026-05-31,,
,Löscharbeiten,"Bitte stören Sie die Löscharbeiten nicht.","công tác chữa cháy",1,0,wortart:Substantiv;level:B1;thema:Behörde;voc:VOC-20260522-860,0,,2026-05-31,,
,Magengeschwür,"bei Magen- oder Darmgeschwüren","loét dạ dày",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-1708,0,,2026-05-31,,
,mager,"Mageres Fleisch ist gesünder.","ít béo / nạc",1,0,wortart:Adjektiv;level:B1;thema:Gesundheit;voc:VOC-20260522-918,0,,2026-05-31,,
,Mahlzeit,"Drei gesunde Mahlzeiten pro Tag sind ideal.","bữa ăn",1,0,wortart:Substantiv;level:B1;thema:Ernährung;voc:VOC-20260518-127,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-127]\n\n## Grammar / Notes\nAuch als Gruß zur Essenszeit: 'Mahlzeit!' | Quelle: Teil4 4.22\n\n## Collocations\n- Mahlzeiten zu sich nehmen (dùng bữa, ăn)\n"
,Malerarbeit,"Sich über die Malerarbeiten austauschen.","công việc sơn nhà",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-482,0,,2026-05-31,,
,Malerbetrieb,"Rückruf vom Malerbetrieb.","xưởng sơn",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-481,0,,2026-05-31,,
,Malermeister,"Alex Schmidt ist Malermeister.","thợ cả nghề sơn",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-553,0,,2026-05-31,,
,Mantel,"Was kostet die Standard-Reinigung eines Mantels diese Woche?","áo khoác",1,0,wortart:Substantiv;level:B1;thema:Einkauf;voc:VOC-20260522-1178,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1178]\n\n## Grammar / Notes\nPlural mit Umlaut\n\n## Past mistakes\n- 2026-05-24 (Grammar): - **Mistake:** ""Ist teuer dieser Lautsprecher?"" - **Correct:** ""Ist dieser Lautsprecher teuer?"" - **Rule:** Câu hỏi yes/no theo khung **[Động từ] [Chủ ngữ] [Bổ ngữ/tính từ]?** — tính từ ở cuối, KHÔNG đứng ngay sau động từ. Lỗi gốc: copy thứ tự tiếng Việt ""đắt không?"" → đảo tính từ lên. - **Example đúng thêm:** - *Ist **die Suppe** kalt?* - *Ist **das Auto** schnell?* - *Ist **der Mantel** warm?* - **Pattern count:** 1 - **Source:** SESSION_2026-05-24.md\n"
,massiv,"Es gibt massive Staus auf der A7.","lớn / nghiêm trọng",1,0,wortart:Adjektiv;level:B1;thema:Verkehr;voc:VOC-20260522-933,0,,2026-05-31,,
,Materialfehler,"Reklamation wegen Materialfehlern.","lỗi vật liệu",1,0,wortart:Substantiv;level:B1;thema:Konsum;voc:VOC-20260522-1731,0,,2026-05-31,,
,Matratze,"Betten, Matratzen & Sofas","đệm, nệm",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-1482,0,,2026-05-31,,
,maximal,"Er darf maximal drei Tabletten nehmen.","tối đa",1,0,wortart:Adverb;level:B1;thema:Allgemein;voc:VOC-20260522-1150,0,,2026-05-31,,
,Maßanfertigung,"Wir bauen Ihre Sauna individuell – Maßanfertigung.","việc đóng theo kích thước riêng",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-1532,0,,2026-05-31,,
,maßgeschneidert,"InvestMax bietet maßgeschneiderte Anlagestrategien an.","may đo riêng, thiết kế riêng",1,0,wortart:Adjektiv;level:B1;thema:Allgemein;voc:VOC-20260522-139,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-139]\n\n## Grammar / Notes\nPartizip II als Adjektiv\n"
,Maßnahme,"Es werden konkrete städtische Maßnahmen gefordert.","biện pháp",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-023,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-023]\n\n## Weak word\nmistake_count: 0 — last: 2026-05-29 — rule: Hören 4.31 — biện pháp\n"
,Maßnahmen,,"biện pháp",1,0,wortart:Substantiv;level:B1;thema:web-queue;voc:WEB-20260530-012,0,,2026-05-31,,
,Mediathek,"Online-Mediathek VideoGalaxy","thư viện truyền thông (online)",1,0,wortart:Substantiv;level:B1;thema:Medien;voc:VOC-20260522-1340,0,,2026-05-31,,
,Medikament,"Das Medikament mit Wasser einnehmen.","thuốc, dược phẩm",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-600,0,,2026-05-31,,
,Meditation,"Meditation hat mir geholfen, ruhiger zu werden.",thiền,1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-1249,0,,2026-05-31,,
,meiden,"Meiden Sie den Bereich um den Brand.","tránh xa",1,0,wortart:Verb;level:B1;thema:Allgemein;voc:VOC-20260522-863,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-863]\n\n## Collocations\n- Müll vermeiden und trennen (tránh và phân loại rác)\n"
,meistern,"Sie wollen sich beraten lassen, wie Sie solche Situationen besser meistern.","xử lý được, làm chủ",1,0,wortart:Verb;level:B1;thema:Arbeit;voc:VOC-20260522-1459,0,,2026-05-31,,
,melden,"Die Polizei meldet einen Falschfahrer.","báo cáo / thông báo",1,0,wortart:Verb;level:B1;thema:Behörde;voc:VOC-20260522-940,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-940]\n\n## Collocations\n- sich telefonisch melden (liên lạc qua điện thoại)\n- möglichst frühzeitig anmelden (đăng ký càng sớm càng tốt)\n- sich bei einer Fahrschule anmelden (đăng ký tại một trường dạy lái xe)\n"
,Meldung,"In der Meldung wird empfohlen, Fenster zu öffnen.","thông báo / bản tin",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-980,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-980]\n\n## Collocations\n- Vielen Dank für Ihre Anmeldung (Cảm ơn quý vị đã đăng ký)\n- positive Rückmeldungen zeigen, dass ... (những phản hồi tích cực cho thấy rằng ...)\n"
,Messe,"Auf der Innovationsmesse stellen Firmen neue Produkte vor.","hội chợ, triển lãm",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260518-142,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-142]\n\n## Grammar / Notes\n2 nghĩa: hội chợ (Wirtschaft) hoặc thánh lễ (Religion) | Quelle: Teil4 4.24\n"
,Messegelände,"Die Linie 35 fährt künftig nicht mehr bis zum Messegelände.","khu hội chợ triển lãm",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-1365,0,,2026-05-31,,
,Methode,"Es gibt verschiedene Methoden zur Stressbewältigung.","phương pháp",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-825,0,,2026-05-31,,
,Mietvertrag,"rechtliche Hilfe zum Thema Mietvertrag.","hợp đồng thuê nhà",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-1505,0,,2026-05-31,,
